ID_Transacao,Data_Hora_Transacao,Valor_Reembolso,Quantidade_Combustivel,Preco_Combustivel,ID_Veiculo,Consumo_Medio_Veiculo,Distancia_Percorrida,ID_Condutor,Num_Reembolsos_Recentes,Probabilidade_Fraude
1371,2024-04-15 08:17:34,"160,67",27,"5,96",137,12,"323,5",1009,2,0
1372,2024-04-15 04:06:39,"226,77","31,8","7,14",184,"9,2","292,2",1074,3,0
1373,2024-04-15 09:44:37,"132,84",18,"7,38",174,"14,5",261,1039,2,0
1374,2024-04-15 01:23:35,"151,6",21,"7,21",102,"14,1","182,2",1054,5,1
1375,2024-04-15 16:01:47,"70,42","12,4","5,68",197,"14,1","174,8",1072,0,0
1376,2024-04-15 04:35:53,"117,08","21,3","5,49",117,"12,9","275,1",1039,1,0
1377,2024-04-15 12:11:37,"61,05","9,9","6,19",178,"12,4","122,3",1075,3,0
1378,2024-04-15 04:24:23,126,"25,1","5,02",188,"8,1","203,3",1080,3,0
1379,2024-04-15 21:38:00,"122,13","24,1","5,06",153,"13,2","195,8",1095,6,1
1380,2024-04-15 15:18:17,"233,09","36,5","6,38",178,"8,6","314,2",1022,3,0
1381,2024-04-15 10:34:44,"83,68","13,3","6,3",193,"9,8",80,1014,7,1
1382,2024-04-15 20:23:07,"266,49","35,6","7,49",116,"11,9","423,4",1091,3,0
1383,2024-04-15 17:55:21,"148,84","27,1","5,5",181,"11,2","303,1",1004,2,0
1384,2024-04-16 01:44:26,"245,46","43,4","5,65",194,"8,1","351,9",1039,2,0
1385,2024-04-16 06:33:08,"140,19","26,6","5,28",181,"13,8","366,4",1017,2,0
1386,2024-04-16 11:43:53,"93,02","12,8","7,29",198,"14,2","181,2",1020,2,0
1387,2024-04-16 10:17:18,"141,89","20,4","6,94",112,"12,8","261,7",1078,2,0
1388,2024-04-15 22:27:04,"287,37","40,7","7,06",162,"11,8","480,3",1002,1,0
1389,2024-04-16 05:51:09,"317,44","43,7","7,26",113,"14,7",395,1045,6,1
1390,2024-04-16 22:14:11,"348,7","55,3","6,31",158,"8,8","486,3",1089,0,0
1391,2024-04-16 23:35:00,"179,16","29,2","6,13",135,"13,2","385,8",1078,2,0
1392,2024-04-16 18:26:45,"137,5","23,6","5,83",117,"8,9",129,1052,7,1
1393,2024-04-16 06:56:45,"77,73",12,"6,47",104,"10,7",79,1019,6,1
1394,2024-04-16 19:44:10,"157,26","25,6","6,14",113,"12,1","309,9",1058,1,0
1395,2024-04-16 14:29:02,"97,99",16,"6,13",124,"13,2",211,1020,0,0
1396,2024-04-16 10:26:28,"159,65","21,8","7,34",143,8,174,1089,2,0
1397,2024-04-16 14:50:23,"314,54","42,2","7,46",138,"9,8","413,2",1086,1,0
1398,2024-04-16 16:09:13,"127,42","18,2","6,99",111,"11,8","215,1",1050,3,0
1399,2024-04-17 00:04:20,"113,48","16,5","6,89",160,"11,7","192,7",1024,1,0
1400,2024-04-17 16:36:36,"377,22","56,3","6,7",161,"12,5","432,5",1067,10,1
1401,2024-04-16 19:12:36,"231,18","42,7","5,42",152,"10,1","430,8",1009,3,0
1402,2024-04-17 05:53:49,"91,83","17,8","5,15",152,"11,8","210,4",1085,1,0
1403,2024-04-17 05:13:56,"307,26","45,7","6,73",127,"9,3","424,6",1066,3,0
1404,2024-04-17 09:08:08,"317,46","46,5","6,82",134,"9,3","432,9",1082,1,0
1405,2024-04-17 11:37:45,"102,74","20,1","5,12",164,12,"240,8",1094,4,0
1406,2024-04-17 19:14:33,"45,69","6,2","7,32",102,"12,8","79,9",1008,1,0
1407,2024-04-17 14:45:57,"30,13","5,8","5,23",142,"8,8","50,7",1028,1,0
1408,2024-04-17 18:43:53,"298,05","52,2","5,71",149,"8,9","285,5",1036,12,1
1409,2024-04-18 01:19:58,"114,01","17,1","6,68",170,12,"204,8",1070,1,0
1410,2024-04-17 20:56:53,"273,03","50,4","5,42",108,"9,9","498,7",1037,3,0
1411,2024-04-17 14:11:36,191,"37,2","5,14",135,"10,7","397,6",1087,0,0
1412,2024-04-18 13:11:20,"211,93","36,4","5,83",122,"10,8","392,6",1071,0,0
1413,2024-04-18 13:21:13,"360,45","52,2","6,91",187,"9,2","479,9",1097,1,0
1414,2024-04-18 06:22:52,"338,81","56,2","6,03",173,8,"449,5",1058,0,0
1415,2024-04-18 14:58:45,"91,49","13,8","6,63",149,14,"193,2",1056,2,0
1416,2024-04-18 10:36:19,"61,87","9,6","6,45",154,13,"124,7",1089,2,0
1417,2024-04-18 10:21:53,"152,47","30,1","5,06",111,"12,8","385,7",1059,2,0
1418,2024-04-18 01:58:56,"139,4","18,7","7,47",182,"11,8","220,2",1027,5,0
1419,2024-04-18 19:19:18,"103,94","20,4","5,1",131,"12,9","262,9",1027,2,0
1420,2024-04-18 13:41:06,"170,76",23,"7,42",123,"14,5","333,7",1045,1,0
1421,2024-04-18 16:52:15,"229,97","36,1","6,37",185,"12,7","458,5",1070,3,0
1422,2024-04-19 07:19:45,"290,6","39,2","7,41",166,"9,9","238,6",1066,8,1
1423,2024-04-19 00:19:18,"177,44","33,5","5,29",126,12,"402,5",1085,2,0
1424,2024-04-18 19:28:50,"95,86","15,4","6,23",160,"11,1","170,8",1054,2,0
1425,2024-04-19 12:54:52,"269,84","49,8","5,42",118,"11,9","364,1",1037,6,1
1426,2024-04-19 09:40:58,"22,42","4,4","5,13",172,"11,6","50,7",1017,1,0
1427,2024-04-19 09:27:59,"206,57","31,6","6,54",150,14,"442,2",1075,2,0
1428,2024-04-19 11:53:25,"27,91","5,1","5,52",163,"12,6","63,7",1094,2,0
1429,2024-04-19 20:31:26,"257,9","39,9","6,47",176,"9,3","370,7",1062,3,0
1430,2024-04-19 10:20:03,"44,5","8,4","5,28",101,"8,4","70,8",1004,5,0
1431,2024-04-19 13:10:39,"89,99","15,4","5,83",135,11,"169,8",1043,2,0
1432,2024-04-19 21:22:19,"234,84","33,8","6,95",192,"8,1","273,7",1028,0,0
1433,2024-04-19 14:42:12,"142,7","23,4","6,09",110,"10,2",239,1099,3,0
1434,2024-04-20 04:28:13,"84,48","12,9","6,57",197,"10,6","136,3",1013,2,0
1435,2024-04-19 19:59:56,"125,03","18,9","6,62",167,"10,6","200,2",1057,1,0
1436,2024-04-20 03:50:09,"180,14","25,3","7,11",167,"14,9","377,5",1043,2,0
1437,2024-04-20 11:33:09,"202,03","34,8","5,81",163,"10,1","351,2",1017,4,0
1438,2024-04-19 21:58:19,"55,86","8,3","6,72",100,"9,9","82,3",1006,0,0
1439,2024-04-20 07:37:46,"522,64","70,6","7,4",188,"8,9","386,3",1086,5,1
1440,2024-04-19 21:58:21,"43,51","6,4","6,83",125,"11,6","73,9",1096,2,0
1441,2024-04-20 18:28:24,"201,16","32,3","6,22",110,"9,1","294,3",1061,4,0
1442,2024-04-20 11:50:29,"89,34","13,6","6,58",186,"12,3",167,1044,1,0
1443,2024-04-20 20:00:52,"385,22","56,2","6,85",101,"9,1","314,5",1015,9,1
1444,2024-04-20 21:33:31,"148,4","22,7","6,53",182,12,"167,6",1063,10,1
1445,2024-04-20 21:35:12,"180,13","35,7","5,04",192,"13,8","493,2",1036,4,0
1446,2024-04-20 17:57:20,"203,85","37,1","5,49",139,"8,3","189,4",1024,6,1
1447,2024-04-21 04:12:08,"102,48","14,6","7,03",103,"10,9","158,9",1008,2,0
1448,2024-04-21 02:01:42,"88,9","15,7","5,68",179,"11,2","175,3",1054,0,0
1449,2024-04-20 15:35:06,"229,39","33,6","6,83",136,"13,5","453,4",1027,1,0
1450,2024-04-20 20:47:27,"176,48","29,8","5,93",160,"11,3","336,3",1008,1,0
1451,2024-04-20 21:26:00,"198,87","31,6","6,3",190,12,"378,8",1011,1,0
1452,2024-04-21 03:54:12,"177,35","34,3","5,17",104,"13,5","463,1",1017,0,0
1453,2024-04-20 19:57:05,"343,03","62,9","5,45",114,"11,9","460,3",1090,9,1
1454,2024-04-21 19:05:43,"269,21","36,4","7,39",186,"10,5","382,5",1089,2,0
1455,2024-04-21 04:32:52,"116,86","16,2","7,23",166,"8,6",139,1055,1,0
1456,2024-04-21 06:43:41,"217,37","32,8","6,63",181,"13,1","429,5",1089,2,0
1457,2024-04-21 07:58:24,"100,57","16,4","6,15",125,"14,1","141,7",1073,7,1
1458,2024-04-21 10:59:07,"282,67","42,3","6,69",105,"14,8","384,3",1057,5,1
1459,2024-04-21 07:00:11,"161,94","24,7","6,55",143,"14,5","358,5",1080,2,0
1460,2024-04-21 23:41:48,"184,81","28,8","6,42",157,"13,6","391,5",1050,3,0
1461,2024-04-21 23:28:33,"119,36","23,2","5,15",180,"12,5","289,7",1031,1,0
1462,2024-04-21 12:19:21,"164,45",25,"6,58",145,"13,5","337,4",1087,1,0
1463,2024-04-21 21:28:44,"301,33","43,5","6,92",141,11,479,1047,3,0
1464,2024-04-22 11:00:12,"58,63","7,8","7,49",147,"12,2","95,5",1007,2,0
1465,2024-04-22 08:35:47,"91,41","18,2","5,03",126,"10,4",189,1029,3,0
1466,2024-04-22 10:12:33,"215,58","31,6","6,83",119,"10,3","325,1",1025,2,0
1467,2024-04-22 05:05:24,"233,9","36,4","6,43",169,"13,3","483,8",1023,3,0
1468,2024-04-22 20:25:12,"50,57","8,3","6,09",134,"11,2",93,1026,5,0
1469,2024-04-22 04:01:16,"33,66","6,3","5,32",175,"9,5","60,1",1078,3,0
1470,2024-04-23 00:09:12,"78,26",13,"6,02",147,"9,4","75,1",1091,7,1
1471,2024-04-22 09:24:15,"30,96","5,3","5,89",166,14,"73,6",1074,1,0
1472,2024-04-22 16:43:33,"338,37","58,7","5,76",167,"12,7","458,5",1038,9,1
1473,2024-04-23 00:32:00,"352,81","51,7","6,83",151,"11,8","374,6",1065,5,1
1474,2024-04-22 13:09:12,"221,69","32,8","6,75",167,"10,8","354,7",1050,3,0
1475,2024-04-22 17:17:51,"167,75","25,9","6,47",103,11,"285,2",1072,2,0
1476,2024-04-22 20:02:01,"351,66","47,8","7,35",138,"8,4","401,9",1049,0,0
1477,2024-04-23 02:41:01,"62,89","10,7","5,87",120,"11,2",120,1044,4,0
1478,2024-04-23 03:23:49,"93,39","16,6","5,61",165,"13,6","226,4",1086,1,0
1479,2024-04-23 11:24:30,"167,86","25,3","6,64",115,"10,7","270,5",1032,2,0
1480,2024-04-23 11:34:10,"51,25","9,3","5,5",106,"10,7","99,7",1018,2,0
1481,2024-04-23 10:59:44,"170,7","29,5","5,79",182,"8,1","238,8",1012,3,0
1482,2024-04-23 21:26:28,"155,42",28,"5,56",196,"11,2","192,4",1077,5,1
1483,2024-04-23 07:50:16,"41,61",8,"5,17",108,"8,2",66,1095,3,0
1484,2024-04-23 11:56:29,"65,69","9,3","7,07",116,12,"111,5",1021,2,0
1485,2024-04-23 23:45:05,"314,27","55,7","5,64",190,"11,5","393,8",1019,5,1
1486,2024-04-24 04:30:25,"25,83","4,2","6,18",196,"13,9","58,1",1096,1,0
1487,2024-04-23 14:06:10,"198,66","38,9","5,11",111,"12,1","470,4",1004,5,0
1488,2024-04-23 10:59:37,"94,8",14,"6,75",156,"10,3","88,9",1083,6,1
1489,2024-04-24 07:23:46,"205,91","35,3","5,83",144,"11,6","409,7",1077,3,0
1490,2024-04-24 01:10:57,"241,64","35,2","6,86",110,"12,9","454,4",1090,1,0
1491,2024-04-23 18:07:57,"328,18","54,4","6,03",112,"8,7","473,5",1089,3,0
1492,2024-04-23 18:03:04,"196,57","35,8","5,49",130,"12,3","440,4",1031,2,0
1493,2024-04-24 06:38:28,"78,24","12,5","6,28",176,"14,4","179,4",1029,2,0
1494,2024-04-24 20:44:59,"105,49","19,8","5,33",125,"10,1","199,9",1090,1,0
1495,2024-04-24 11:23:01,119,"19,5","6,1",162,"12,4","241,9",1025,2,0
1496,2024-04-24 03:10:38,"77,5","13,4","5,79",130,"13,7","112,7",1081,7,1
1497,2024-04-24 03:01:48,"37,66","5,2","7,28",121,"11,6",60,1086,2,0
1498,2024-04-25 03:33:04,"174,74","33,9","5,15",105,13,"441,1",1087,1,0
1499,2024-04-24 11:20:20,"197,84","29,4","6,74",119,"10,2","299,4",1003,1,0
1500,2024-04-24 08:17:52,"175,1","32,1","5,46",184,"10,1","323,9",1066,0,0
1501,2024-04-24 12:49:34,"213,32","36,8","5,8",109,"12,7","467,1",1042,2,0
1502,2024-04-24 20:00:21,"266,13","44,1","6,04",182,"12,9","349,3",1029,6,1
1503,2024-04-25 09:16:09,"179,71","24,7","7,27",134,"14,6","360,9",1015,2,0
1504,2024-04-25 15:07:51,"236,15","42,1","5,61",125,"9,6","404,1",1070,3,0
1505,2024-04-24 19:02:23,"47,39","9,1","5,23",170,"11,3","102,4",1038,4,0
1506,2024-04-25 00:17:22,"125,53","21,6","5,8",136,"9,8","212,1",1085,1,0
1507,2024-04-25 15:28:04,"483,39","91,9","5,26",107,"8,6","485,7",1040,7,1
1508,2024-04-25 16:34:40,"229,2","43,1","5,32",104,"10,8","465,3",1030,2,0
1509,2024-04-25 23:33:32,"271,64","42,2","6,43",143,"10,6","447,8",1048,2,0
1510,2024-04-25 11:21:47,"131,82","25,6","5,15",199,"9,9","253,4",1012,0,0
1511,2024-04-25 18:22:03,"219,14","43,1","5,08",191,"10,1","435,7",1040,0,0
1512,2024-04-25 13:07:29,"46,43","6,8","6,79",166,"10,5","71,8",1092,1,0
1513,2024-04-26 07:35:52,"46,25","7,8","5,9",171,"14,9","116,8",1027,2,0
1514,2024-04-26 04:43:30,"92,94","17,5","5,31",178,"13,5","236,3",1063,4,0
1515,2024-04-25 11:59:55,"177,18","31,5","5,63",190,"8,5","267,5",1018,4,0
1516,2024-04-26 04:07:42,"79,04",12,"6,61",148,"14,1","168,6",1086,1,0
1517,2024-04-25 21:13:59,"96,55",17,"5,69",135,"12,4","210,4",1071,2,0
1518,2024-04-26 10:28:35,"88,09","14,1","6,24",179,"14,2","123,2",1024,5,1
1519,2024-04-26 08:12:38,"223,98","42,3","5,3",125,"10,4","270,1",1037,10,1
1520,2024-04-26 10:16:22,"233,15",36,"6,47",144,"11,3","407,2",1098,2,0
1521,2024-04-26 19:00:17,"140,74","24,3","5,79",160,"14,3","347,6",1089,2,0
1522,2024-04-26 19:06:37,"65,37","9,9","6,57",143,"9,9","98,5",1002,2,0
1523,2024-04-26 15:36:21,"131,33","18,7","7,02",103,"14,4","269,4",1001,4,0
1524,2024-04-26 18:52:15,"172,19","26,4","6,53",175,"13,8","363,9",1004,3,0
1525,2024-04-26 18:51:00,"111,14","19,4","5,74",180,"14,9","288,5",1060,3,0
1526,2024-04-27 05:11:01,"123,92",22,"5,64",157,"10,3","226,3",1019,3,0
1527,2024-04-26 10:02:00,"197,94",34,"5,82",125,"9,7","329,9",1075,2,0
1528,2024-04-26 17:28:01,"255,22","47,2","5,41",194,"10,3","485,9",1037,1,0
1529,2024-04-27 10:23:37,"55,92","10,3","5,45",178,"14,7","92,7",1079,5,"0,641"
1530,2024-04-27 00:54:39,"152,81","21,9","6,98",197,"10,3","225,5",1035,1,0
1531,2024-04-27 04:24:54,"115,72","19,4","5,96",128,12,233,1045,3,0
1532,2024-04-26 23:38:57,"174,58","28,7","6,09",108,"10,8","309,6",1092,1,0
1533,2024-04-27 09:49:44,"71,21",11,"6,49",177,"10,8","118,5",1098,0,0
1534,2024-04-27 14:11:01,"145,04","22,4","6,47",135,"9,4","129,5",1036,13,1
1535,2024-04-27 09:06:21,"78,16","15,1","5,17",103,"11,8","178,4",1053,1,0
1536,2024-04-27 22:47:01,"244,54","34,5","7,08",158,"13,9","480,1",1020,0,0
1537,2024-04-27 20:22:39,"249,26","45,8","5,44",136,"8,3","380,3",1020,4,0
1538,2024-04-28 02:21:46,"166,8","24,5","6,81",187,"14,2","347,8",1091,0,0
1539,2024-04-28 01:45:49,"227,87","32,9","6,93",180,"12,7","417,6",1069,3,0
1540,2024-04-27 18:44:59,"59,29","8,7","6,79",112,"12,3","107,4",1083,1,0
1541,2024-04-27 19:47:03,"227,15","35,2","6,45",119,"12,4","436,7",1059,2,0
1542,2024-04-28 08:53:11,"158,54","31,5","5,04",116,"10,1","317,7",1035,2,0
1543,2024-04-27 18:10:23,"108,74","18,4","5,9",150,"10,9","200,9",1076,2,0
1544,2024-04-28 02:45:36,"199,66","30,7","6,51",190,"13,6","417,1",1010,1,0
1545,2024-04-28 02:59:50,"243,06","40,7","5,97",154,"10,1","411,2",1087,2,0
1546,2024-04-28 13:47:37,"272,84","38,1","7,16",132,"11,3","430,6",1082,1,0
1547,2024-04-27 22:10:01,"72,66","12,6","5,77",120,"8,1",102,1086,0,0
1548,2024-04-28 19:26:05,"212,67","37,1","5,73",180,"13,1","486,2",1030,1,0
1549,2024-04-28 22:43:36,"407,1","71,9","5,66",121,"10,9","481,8",1036,8,1
1550,2024-04-28 16:34:40,171,"29,3","5,83",124,"11,7","210,9",1059,6,1
1551,2024-04-28 13:20:10,"57,87","9,1","6,39",166,"8,8","79,7",1060,4,0
1552,2024-04-28 18:45:50,"56,89","8,4","6,77",190,"14,9","125,2",1066,2,0
1553,2024-04-28 12:33:33,"327,59","49,2","6,66",190,"10,1","496,8",1097,4,0
1554,2024-04-29 03:42:48,"279,49","39,8","7,02",111,"12,4","303,4",1028,6,1
1555,2024-04-28 12:55:47,"125,43","17,4","7,21",114,"12,1","210,5",1066,0,0
1556,2024-04-28 21:46:01,"152,48","21,7","7,04",183,"13,5","179,7",1078,10,1
1557,2024-04-28 17:36:15,"82,8","16,4","5,05",185,"10,1","165,6",1070,3,0
1558,2024-04-29 16:51:18,"291,97","42,7","6,84",101,"13,3","348,9",1066,7,1
1559,2024-04-28 23:36:17,"123,14","22,3","5,52",103,"10,7","238,7",1015,1,0
1560,2024-04-29 17:50:55,"385,43","72,3","5,33",144,"10,9","484,4",1044,7,1
1561,2024-04-29 22:47:36,"302,48","45,8","6,6",112,"12,7","357,7",1033,7,1
1562,2024-04-29 13:59:38,"174,6","30,1","5,8",154,"13,5","406,4",1083,1,0
1563,2024-04-29 05:15:20,"119,66","23,3","5,14",131,"12,7","181,7",1043,7,1
1564,2024-04-29 18:56:50,"31,97",6,"5,34",121,"14,3","85,6",1096,1,0
1565,2024-04-30 05:10:03,"134,75",27,5,188,10,"269,5",1077,1,0
1566,2024-04-30 02:24:46,"158,28","21,8","7,26",190,"14,3","191,6",1041,9,1
1567,2024-04-30 06:56:36,"80,11","15,8","5,06",154,"8,9","140,9",1034,3,0
1568,2024-04-29 14:50:54,"209,72",38,"5,52",116,"12,6","478,7",1074,2,0
1569,2024-04-29 19:58:40,"127,86","21,2","6,04",169,"11,8","249,8",1083,1,0
1570,2024-04-30 13:21:15,"65,87","11,2","5,89",150,"11,5","128,6",1029,2,0
1571,2024-04-30 12:40:35,"161,9","22,2","7,28",179,"10,2","139,4",1052,7,1
1572,2024-04-30 02:15:57,"78,19","15,3","5,1",107,"11,5","176,3",1057,5,0
1573,2024-04-30 07:54:52,"561,14","89,4","6,28",160,"9,1","499,7",1027,5,1
1574,2024-04-30 06:12:55,"107,83","16,1","6,7",196,"10,6","170,6",1014,2,0
1575,2024-04-30 07:01:40,"166,82","22,8","7,33",109,"8,7",198,1037,2,0
1576,2024-05-01 00:29:29,"307,93",47,"6,55",197,12,"346,7",1049,7,1
1577,2024-04-30 10:45:11,"146,89",21,"7,01",118,"8,7","182,3",1012,4,0
1578,2024-04-30 14:09:16,"84,22","16,2","5,21",113,"9,1","147,1",1034,3,0
1579,2024-05-01 00:23:55,"84,13","14,1","5,96",166,"8,6","121,4",1023,3,0
1580,2024-04-30 22:31:57,"171,97",29,"5,93",154,"10,7","190,7",1064,6,1
1581,2024-04-30 14:17:35,"50,75",7,"7,22",160,"13,9","97,7",1087,2,0
1582,2024-04-30 22:43:50,"21,97","4,1","5,38",155,"14,3","58,4",1090,1,0
1583,2024-04-30 23:18:24,"424,43","78,9","5,38",162,"8,5","412,1",1017,7,1
1584,2024-05-01 01:44:12,"52,61",9,"5,82",186,"12,4","112,1",1057,0,0
1585,2024-05-01 07:49:30,"160,3","31,2","5,14",110,"12,8","399,2",1025,3,0
1586,2024-05-01 00:32:16,"190,82","34,9","5,46",146,"11,7","408,9",1028,1,0
1587,2024-05-01 06:20:09,"170,43",23,"7,41",105,"12,7","292,1",1071,1,0
1588,2024-05-01 04:33:15,"119,76","19,7","6,07",133,"9,6","189,4",1043,3,0
1589,2024-05-01 06:44:08,"66,55","10,1","6,58",164,"11,4","115,3",1089,1,0
1590,2024-05-01 06:24:49,"243,23","35,7","6,82",198,"10,7","381,6",1004,3,0
1591,2024-05-02 05:11:37,"220,69","37,3","5,92",188,"8,6","320,6",1032,2,0
1592,2024-05-02 03:23:27,"149,41","27,8","5,37",163,"12,4",345,1004,3,0
1593,2024-05-01 21:42:44,"25,87","4,7","5,52",192,"11,5","53,9",1035,4,0
1594,2024-05-02 09:00:40,"272,89","47,2","5,78",186,"9,9","467,4",1076,0,0
1595,2024-05-01 18:36:19,"46,54","7,1","6,59",181,"11,3","79,8",1080,0,0
1596,2024-05-01 22:04:58,"96,31","16,1",6,177,"13,4","215,1",1012,1,0
1597,2024-05-02 07:34:12,"85,34",17,"5,02",180,"13,6","231,2",1024,5,0
1598,2024-05-02 12:03:31,"41,56","6,6","6,31",165,"12,5","50,6",1057,8,1
1599,2024-05-02 18:57:33,"287,71","39,4","7,3",130,"11,3","273,7",1001,6,1
1600,2024-05-02 13:25:53,"227,77","32,4","7,03",182,12,"388,8",1087,2,0
1601,2024-05-02 01:35:28,"277,45","39,3","7,06",195,"10,7","420,5",1035,4,0
1602,2024-05-03 00:01:23,"350,05","50,1","6,99",161,"8,9","445,7",1024,2,0
1603,2024-05-02 10:30:57,"146,34","25,2","5,81",153,"10,7","269,5",1033,1,0
1604,2024-05-02 20:55:34,"197,14","28,5","6,91",191,"11,7","333,8",1011,2,0
1605,2024-05-02 20:23:27,"37,7",7,"5,36",107,"12,2","85,8",1018,3,0
1606,2024-05-02 19:15:40,"199,51",30,"6,64",141,"14,6","269,6",1093,6,1
1607,2024-05-03 02:30:41,"58,96","8,9","6,6",140,"13,4","119,7",1036,3,0
1608,2024-05-03 00:26:17,"120,27","23,8","5,06",158,"9,1","216,3",1000,0,0
1609,2024-05-03 14:07:04,"150,16","21,5","6,97",139,"9,2","198,2",1059,3,0
1610,2024-05-03 01:09:04,"200,78","27,7","7,26",121,"8,7","240,6",1066,1,0
1611,2024-05-03 09:51:03,"131,96","23,3","5,67",123,"13,2","307,2",1048,0,0
1612,2024-05-03 10:27:02,"248,67","35,4","7,03",137,"12,9","456,3",1089,2,0
1613,2024-05-03 16:18:47,"79,55","15,3","5,21",101,"14,9","227,5",1078,2,0
1614,2024-05-03 09:28:17,"273,06",42,"6,5",140,"11,7","491,5",1045,4,0
1615,2024-05-03 03:55:16,"176,22","28,4","6,21",118,"13,8","391,6",1047,3,0
1616,2024-05-03 06:15:04,"148,51","23,3","6,36",101,12,"280,2",1091,2,0
1617,2024-05-03 09:35:27,"176,41","24,1","7,32",191,"14,1","339,8",1067,2,0
1618,2024-05-03 13:24:01,"53,02","7,4","7,18",195,13,96,1018,0,0
1619,2024-05-04 07:03:30,"239,42","34,4","6,96",161,"12,5",430,1087,1,0
1620,2024-05-03 12:03:39,"147,73",26,"5,68",182,12,"312,1",1039,2,0
1621,2024-05-04 02:45:18,"446,44","61,3","7,28",115,"13,1","493,7",1005,7,1
1622,2024-05-03 22:30:49,"161,72","30,9","5,24",193,"10,9","336,4",1079,1,0
1623,2024-05-04 16:36:24,"348,63","48,9","7,13",121,"8,7","425,4",1095,4,0
1624,2024-05-04 17:48:28,"467,7","80,4","5,82",113,"8,3","409,9",1093,6,1
1625,2024-05-04 03:59:32,"92,48",18,"5,13",155,"11,4","205,5",1062,4,0
1626,2024-05-04 09:05:35,"91,19","13,7","6,67",164,"12,2","166,8",1034,1,0
1627,2024-05-04 06:43:05,"158,12","28,3","5,58",144,"8,6","243,7",1071,2,0
1628,2024-05-04 07:19:55,"146,03",26,"5,61",153,10,"260,3",1060,1,0
1629,2024-05-05 03:44:35,"88,51","15,3","5,77",165,"10,3",158,1004,1,0
1630,2024-05-04 11:48:18,"196,25",38,"5,16",185,"11,9","452,6",1036,1,0
1631,2024-05-04 18:34:26,"262,97","48,3","5,44",145,"9,9","294,1",1075,9,1
1632,2024-05-04 11:04:50,"282,35","56,4","5,01",132,"8,7","490,3",1088,2,0
1633,2024-05-04 21:25:48,"275,28","45,1","6,11",178,"9,2","414,5",1096,1,0
1634,2024-05-05 08:16:50,"169,95","32,6","5,21",149,"9,2","300,1",1087,0,0
1635,2024-05-04 17:23:14,"374,06","55,7","6,71",121,"13,9","476,2",1010,7,1
1636,2024-05-05 13:26:31,"154,95","27,7","5,59",139,10,"277,2",1098,4,0
1637,2024-05-05 17:40:33,"254,32","34,6","7,36",138,13,"449,2",1039,0,0
1638,2024-05-05 20:13:25,"126,37","17,6","7,18",140,12,"211,2",1064,1,0
1639,2024-05-05 06:49:09,"85,18","14,9","5,72",174,"14,8","220,4",1007,1,0
1640,2024-05-05 10:59:02,"272,49","39,2","6,96",167,"9,9","238,2",1086,7,1
1641,2024-05-05 19:06:49,"228,02","32,5","7,01",106,"9,1",296,1083,2,0
1642,2024-05-06 02:48:10,"265,99","35,6","7,47",184,"8,4","299,1",1095,1,0
1643,2024-05-05 16:23:48,"182,92","28,2","6,49",170,"9,7","273,4",1010,1,0
1644,2024-05-05 09:00:45,"76,25","14,7","5,2",103,"12,8","187,7",1070,6,"0,423"
1645,2024-05-05 21:43:59,"359,64","54,3","6,62",175,"8,6","467,2",1057,1,0
1646,2024-05-06 01:59:54,"346,53","52,8","6,56",190,"9,7","314,9",1093,6,1
1647,2024-05-06 03:24:17,"110,08","16,7","6,6",158,14,"233,5",1047,3,0
1648,2024-05-05 19:00:00,"163,56","28,3","5,77",180,"12,1",343,1012,0,0
1649,2024-05-05 16:44:24,"332,77","46,5","7,15",183,"8,5","395,6",1059,1,0
1650,2024-05-06 13:31:28,430,"58,1","7,4",194,"8,3","482,3",1048,1,0
1651,2024-05-06 09:32:35,"181,24","32,7","5,54",125,"8,4","274,8",1066,4,0
1652,2024-05-06 01:17:23,"35,9","6,9","5,22",130,"14,6","100,4",1006,1,0
1653,2024-05-06 07:50:38,"98,07","17,9","5,49",198,"13,9","248,3",1076,1,0
1654,2024-05-06 23:42:50,"219,12","31,1","7,05",172,"13,9","265,5",1024,8,1
1655,2024-05-06 17:45:03,"209,28","31,3","6,69",168,"14,5","453,6",1022,0,0
1656,2024-05-06 14:59:57,"130,48","19,8","6,59",151,"11,5","227,7",1050,5,0
1657,2024-05-06 09:39:28,"296,29","49,4",6,171,"9,7",479,1046,1,0
1658,2024-05-07 03:15:00,"260,33","40,4","6,44",120,"10,8","268,3",1096,9,1
1659,2024-05-07 07:39:39,"216,69","37,6","5,77",115,13,"488,2",1004,2,0
1660,2024-05-06 14:08:54,"23,57","3,8","6,19",150,"14,1","53,7",1095,3,0
1661,2024-05-07 04:14:42,"288,4","41,3","6,98",115,11,"454,5",1093,3,0
1662,2024-05-07 07:33:39,"298,64","40,1","7,45",117,"11,7",469,1094,3,0
1663,2024-05-07 17:08:16,"243,91","33,3","7,33",146,"14,5","482,5",1012,1,0
1664,2024-05-07 04:19:02,"46,56","6,4","7,33",155,"8,8","55,9",1041,1,0
1665,2024-05-07 21:41:21,"54,65","9,1","6,01",127,14,"127,3",1004,1,0
1666,2024-05-07 16:24:34,"233,38","37,8","6,17",181,"9,1","344,2",1022,2,0
1667,2024-05-07 08:55:41,"36,47","5,4","6,76",177,"11,4","61,5",1061,3,0
1668,2024-05-07 11:42:37,"60,48","8,3","7,31",155,"9,5","78,6",1000,1,0
