Consumo Médio de Combustível (km/l),Distância Percorrida (km),Preço do Combustível (R$/litro),Frequência de Abastecimentos por Semana,Custo_Total_Abastecimento,Fraude,Fraude_Numerica
8.78,349.63,5.21,1,207.47,Não,0.347089261122037
10.81,350.49,4.17,1,135.2,Não,0.1728464947207717
8.46,395.57,5.41,2,252.96,Não,0.3866363080893267
5.22,347.95,4.19,3,279.29,Não,0.1808860400406872
7.62,300.44,4.47,3,176.24,Não,0.0571142546671538
7.55,364.06,4.72,3,227.6,Não,0.1557738720310693
8.37,278.72,5.85,2,194.8,Não,0.3806809625562148
9.73,397.03,5.86,2,239.12,Não,0.1278883397359417
6.44,369.38,4.32,1,247.78,Não,0.3472392639468251
8.79,270.2,4.53,2,139.25,Não,0.3525002726727559
10.0,302.61,4.64,1,140.41,Não,0.1400746097327844
9.19,283.61,4.65,3,143.5,Não,0.0333030632202528
10.68,387.78,5.15,1,186.99,Não,0.2898231636635273
7.81,349.16,5.91,1,264.22,Não,0.1246049196055944
10.03,261.73,4.58,2,119.51,Não,0.3131694457030289
8.98,213.22,5.97,3,141.75,Não,0.1770619393041732
8.63,290.63,4.94,2,166.36,Não,0.1941066969370486
5.26,310.42,4.41,2,260.26,Não,0.3111637626994147
11.4,315.13,5.42,1,149.82,Não,0.1529453324246511
9.93,195.3,4.88,3,95.98,Não,0.1772509381291658
8.4,305.78,5.09,1,185.29,Não,0.1504761875078488
8.69,429.76,4.39,3,217.11,Não,0.146936206110912
10.14,280.01,5.08,2,140.28,Não,0.2103786307605837
9.02,268.48,5.62,3,167.28,Não,0.3235197778004603
9.06,178.56,4.53,1,89.28,Não,0.1447073247690263
5.67,314.0,5.39,1,298.49,Não,0.2097018882150947
8.68,220.27,5.77,1,146.42,Não,0.2682909301770403
8.0,280.26,5.91,1,207.04,Não,0.107775778521462
8.29,322.71,4.7,2,182.96,Não,0.111009121960957
6.16,312.03,5.39,2,273.03,Não,0.3733652508093819
8.49,199.02,5.11,1,119.79,Não,0.2894138293324355
6.11,305.41,5.25,3,262.42,Não,0.2308746704893235
8.34,333.7,4.91,3,196.46,Não,0.2590880217682448
6.48,308.69,5.86,3,279.15,Não,0.0117197772413673
10.12,297.31,4.17,2,122.51,Não,0.2472411862246787
6.39,305.97,4.09,2,195.84,Não,0.2038035492896807
8.86,251.15,5.01,3,142.02,Não,0.2182998719117742
6.51,306.98,4.04,2,190.51,Não,0.1437695307323268
7.31,359.3,5.61,3,275.74,Não,0.0325895590851767
10.65,316.29,4.41,2,130.97,Não,0.0773356934448208
9.03,405.66,5.21,3,234.05,Não,0.3802978852850687
10.55,383.51,4.4,2,159.95,Não,0.1634798249083736
6.68,253.0,5.67,1,214.75,Não,0.1866732623323456
7.64,278.15,4.28,1,155.82,Não,0.0210839159413755
6.74,327.46,4.91,2,238.55,Não,0.0150264918175922
10.71,329.9,4.53,1,139.54,Não,0.2868725788187031
6.53,267.91,4.83,1,198.16,Não,0.2152378656484445
10.06,241.5,4.08,2,97.94,Não,0.2034823936865066
5.29,360.58,5.18,3,353.08,Não,0.0972498121690674
8.25,312.83,5.83,1,221.07,Não,0.2979002926519689
9.1,243.53,5.83,2,156.02,Não,0.0672946316433967
7.69,309.77,5.18,1,208.66,Não,0.075973897464408
5.55,236.48,5.64,2,240.31,Não,0.1842848685393102
7.49,270.4,4.02,2,145.13,Não,0.1145119448447763
6.35,250.87,4.11,1,162.37,Não,0.0989851924932585
6.4,401.11,5.72,3,358.49,Não,0.2580950578213327
9.25,259.98,4.65,2,130.69,Não,0.2603886980874178
5.57,280.1,4.97,2,249.93,Não,0.3298068279199717
6.24,337.04,4.01,3,216.59,Não,0.1670834267891903
8.11,350.65,4.09,2,176.84,Não,0.02923403641046
9.74,372.19,5.46,1,208.64,Não,0.109466553968583
8.63,333.71,5.1,2,197.21,Não,0.3920021852787267
9.19,358.26,5.14,2,200.38,Não,0.2385034300930808
6.62,314.28,4.86,1,230.73,Não,0.2838948339204081
8.72,399.25,4.73,3,216.57,Não,0.0029431318501658
6.63,225.7,5.29,3,180.08,Não,0.2072822928730083
10.05,289.97,5.09,2,146.86,Não,0.0150114630127212
7.96,278.52,5.63,2,196.99,Não,0.2276920848365792
9.26,213.67,5.84,2,134.76,Não,0.3683083398544302
6.68,323.57,4.94,3,239.29,Não,0.3873676522001631
7.77,324.73,4.7,3,196.43,Não,0.2162210701555696
10.09,222.44,5.08,1,111.99,Não,0.1832819221008864
7.61,356.14,4.33,2,202.64,Não,0.3780068376993976
11.9,193.99,5.96,1,97.16,Não,0.269443932798678
7.1,273.72,5.28,1,203.56,Não,0.0259597118153637
7.57,279.5,5.4,3,199.38,Não,0.186290231066999
9.83,262.23,4.99,3,133.12,Não,0.0960980073857215
9.63,261.31,4.15,1,112.61,Não,0.1879217285794726
5.88,305.38,5.47,3,284.09,Não,0.1821862288025447
9.11,374.24,4.9,3,201.29,Não,0.2328579211258968
8.26,321.49,4.61,3,179.43,Não,0.1427081961397005
8.33,251.41,5.34,2,161.17,Não,0.0657081797823712
5.62,320.06,5.36,3,305.25,Não,0.2014877738359825
7.96,258.79,4.55,1,147.93,Não,0.3320811537383048
5.85,228.25,5.36,2,209.13,Não,0.2656048912270409
8.38,253.17,4.39,2,132.63,Não,0.1353471463700863
8.4,241.14,5.14,3,147.55,Não,0.3742092091035429
8.77,286.06,5.56,2,181.36,Não,0.3648830284996729
5.95,404.13,5.32,1,361.34,Não,0.0837393597536395
8.17,301.73,4.98,2,183.92,Não,0.0157670340481451
8.16,217.17,5.65,3,150.37,Não,0.2965234833403049
5.7,399.88,4.3,1,301.66,Não,0.3310441045396613
9.35,274.38,4.59,2,134.7,Não,0.3871458263805421
7.33,321.39,4.09,2,179.33,Não,0.3559345576353243
8.42,309.05,4.34,3,159.3,Não,0.2402139072825659
10.01,268.11,5.69,1,152.4,Não,0.2120209356849523
8.86,224.78,4.37,2,110.87,Não,0.0111364205050345
7.52,311.23,4.84,1,200.31,Não,0.0986625787379111
7.42,314.52,5.93,1,251.36,Não,0.1838459006931705
7.42,288.87,6.0,3,233.59,Não,0.2514015600334271
8.23,241.99,4.78,1,140.55,Não,0.2229007333273642
7.03,351.19,4.77,1,238.29,Não,0.2970543958726762
9.87,332.63,5.19,3,174.91,Não,0.1119067723548163
7.47,386.99,4.87,3,252.29,Não,0.2259810430609893
7.12,324.0,4.97,1,226.16,Não,0.0352568973563168
9.16,286.34,4.01,1,125.35,Não,0.1654662094332828
11.89,204.99,5.29,3,91.2,Não,0.3000643331818404
4.64,394.02,4.81,2,408.46,Não,0.2773603413716176
8.1,253.91,4.65,2,145.76,Não,0.3962570948688716
7.72,303.06,5.75,3,225.72,Não,0.1111564503951024
8.45,318.84,4.02,3,151.68,Não,0.1992757196695916
7.74,293.76,5.06,3,192.04,Não,0.1318121655095987
8.63,347.54,5.25,1,211.42,Não,0.1762412456236699
8.71,273.58,5.75,2,180.61,Não,0.3427800519477553
10.7,316.38,5.14,3,151.98,Não,0.2736836300753946
9.46,242.11,5.86,2,149.98,Não,0.3529764765390327
8.7,280.64,5.47,1,176.45,Não,0.0814044433327546
6.88,325.27,5.16,2,243.95,Não,0.3493444471365752
9.32,327.93,4.5,1,158.34,Não,0.0239049096713537
4.16,317.86,4.27,3,326.26,Não,0.355439712174861
7.46,259.97,4.37,1,152.29,Não,0.1316295117842911
9.71,322.9,5.78,3,192.21,Não,0.1258350533656266
5.7,271.44,5.03,1,239.53,Não,0.2048354306794655
8.23,331.91,5.3,3,213.75,Não,0.3762760750892927
10.21,290.9,5.42,3,154.42,Não,0.0191125458725621
6.84,247.93,5.44,1,197.18,Não,0.1408923900282981
8.31,335.18,5.33,3,214.98,Não,0.3426287954733343
6.0,267.98,5.99,1,267.53,Não,0.1584217909741867
6.24,388.37,5.33,1,331.73,Não,0.0796627590388268
10.94,274.62,5.16,2,129.53,Não,0.1699176725325647
7.84,287.6,5.28,2,193.69,Não,0.1542210005966677
6.88,337.25,4.03,2,197.55,Não,0.3661664805866814
8.23,366.48,5.88,1,261.84,Não,0.3047737502972388
7.75,277.36,4.73,1,169.28,Não,0.2020462222976025
7.1,280.71,4.47,3,176.73,Não,0.3953482266886284
7.9,236.83,5.55,2,166.38,Não,0.1861110125103693
7.35,376.23,5.27,2,269.76,Não,0.02329513232811
5.07,263.64,4.59,2,238.68,Não,0.1049097287259939
8.68,288.75,4.4,3,146.37,Não,0.174428192087725
9.79,312.02,4.9,2,156.17,Não,0.062761049658448
6.58,323.54,4.63,3,227.66,Não,0.3790260505296172
4.47,260.32,5.41,3,315.06,Não,0.3067395591271092
7.66,223.22,5.69,2,165.81,Não,0.107314880171109
7.13,329.78,4.96,2,229.41,Não,0.2363218134071663
6.22,290.65,4.72,3,220.56,Não,0.2885796628438288
6.77,222.36,4.58,1,150.43,Não,0.3765115715627192
8.97,328.63,4.27,2,156.44,Não,0.3526541396701643
9.79,304.39,4.69,2,145.82,Não,0.2060768904552855
8.75,308.23,4.7,2,165.56,Não,0.309861047917207
5.39,308.11,5.71,1,326.4,Não,0.224857901531034
7.15,356.81,4.95,1,247.02,Não,0.221081556018216
10.79,258.11,4.01,2,95.92,Não,0.0458967833352767
8.94,299.66,5.6,1,187.71,Não,0.0504550632064608
8.95,284.39,4.98,3,158.24,Não,0.211813446008983
6.68,359.36,5.19,2,279.2,Não,0.1075446179916026
10.14,304.74,4.38,1,131.63,Não,0.0084147609841874
7.3,335.73,5.34,3,245.59,Não,0.2891356815600849
7.33,330.56,4.86,2,219.17,Não,0.0129946386760659
7.93,284.76,4.37,1,156.92,Não,0.2381107364416218
9.08,293.31,4.09,1,132.12,Não,0.2156775176509257
10.64,296.08,5.64,1,156.94,Não,0.3875258762311218
7.41,340.46,4.94,2,226.97,Não,0.1936852557390566
8.64,320.94,4.13,3,153.41,Não,0.0254405745511189
7.75,331.59,4.45,2,190.4,Não,0.2206751871225847
9.31,247.04,5.43,2,144.08,Não,0.3364384682464406
7.98,268.75,4.57,3,153.91,Não,0.398739713712576
9.38,354.74,4.69,3,177.37,Não,0.172137269475629
6.91,302.9,4.77,3,209.09,Não,0.128119496998697
10.22,238.27,5.64,1,131.49,Não,0.3626613187807996
10.35,284.45,4.57,3,125.6,Não,0.0764968516304485
8.98,333.8,4.96,3,184.37,Não,0.2461715660131706
4.73,300.28,5.67,2,359.96,Não,0.1622857696723791
7.41,182.67,5.92,3,145.94,Não,0.0164329459822221
6.64,269.98,5.71,2,232.17,Não,0.1389153897222791
5.11,385.59,5.13,1,387.1,Não,0.1060914090010698
7.14,406.53,4.57,1,260.2,Não,0.2744364615773947
9.81,411.74,5.22,2,219.09,Não,0.3795161990767672
8.21,288.41,4.05,2,142.27,Não,0.1072188749514551
8.69,271.09,5.39,2,168.14,Não,0.3245863756606727
7.53,220.7,4.14,3,121.34,Não,0.0221439267753638
5.88,306.81,5.84,3,304.72,Não,0.2152484040159252
7.71,342.28,5.06,3,224.64,Não,0.0282200254839578
8.27,295.56,5.16,3,184.41,Não,0.3736131964522557
7.91,265.01,5.84,2,195.66,Não,0.3065405122229561
9.24,281.1,5.9,3,179.49,Não,0.2631799644818369
8.81,371.97,5.88,1,248.26,Não,0.3295585526498657
7.78,317.24,5.07,2,206.74,Não,0.2590079182280653
7.84,320.05,4.22,3,172.27,Não,0.3875777588697164
8.17,313.97,5.59,3,214.82,Não,0.2855831791459086
7.81,279.43,4.15,1,148.48,Não,0.3698634438328987
7.15,308.59,4.92,2,212.34,Não,0.2068527568042552
5.84,314.91,5.09,1,274.47,Não,0.046825765192745
6.82,241.2,5.54,1,195.93,Não,0.2112710885692068
7.1,302.02,4.84,3,205.88,Não,0.0507491312252373
6.29,286.2,4.19,3,190.65,Não,0.236997391670562
8.37,171.43,4.75,3,97.29,Não,0.1929972242110652
10.18,174.01,4.25,2,72.65,Não,0.2490301591331127
7.61,252.99,5.4,1,179.52,Não,0.0040187924219326
10.85,298.12,5.36,3,147.27,Não,0.0779361966621456
6.74,237.25,5.64,2,198.53,Não,0.1965321727648523
7.81,323.4,5.47,2,226.5,Não,0.380201424635654
7.53,286.73,4.27,2,162.59,Não,0.1534436161420633
8.75,294.79,4.1,2,138.13,Não,0.1697488104214538
6.56,301.25,4.02,2,184.61,Não,0.2858784356026488
6.46,267.17,4.08,2,168.74,Não,0.2415171029144472
9.34,256.28,4.12,2,113.05,Não,0.1195704600393333
7.91,280.47,4.57,3,162.04,Não,0.1643265582269711
9.74,352.18,4.73,1,171.03,Não,0.0870799195428929
9.75,333.52,4.62,1,158.04,Não,0.3864085836520834
6.53,257.34,5.3,2,208.87,Não,0.0522537526229439
6.88,340.43,4.24,2,209.8,Não,0.1487347138265677
7.1,218.51,4.76,2,146.49,Não,0.0103355888880044
7.57,293.94,4.28,1,166.19,Não,0.0887117967734185
4.82,358.36,5.76,3,428.25,Não,0.3121884553520619
9.15,256.22,5.84,2,163.53,Não,0.0804700929155518
9.09,362.64,4.76,1,189.9,Não,0.0320253610115862
6.03,421.44,5.98,2,417.95,Não,0.1897812719378093
8.34,307.2,5.08,3,187.12,Não,0.0039876938938073
9.27,369.14,5.27,2,209.86,Não,0.0339064617705332
9.49,190.53,4.97,2,99.78,Não,0.32305034782519
9.27,330.94,5.21,1,186.0,Não,0.3085893379438426
7.04,260.87,5.88,1,217.89,Não,0.3660555281619584
6.56,345.39,4.58,1,241.14,Não,0.3418061743642998
9.73,289.09,5.06,2,150.34,Não,0.2732702252959272
10.39,409.92,4.46,2,175.96,Não,0.0209331429202651
8.18,294.41,5.55,2,199.75,Não,0.313139447194663
8.09,370.12,5.87,2,268.55,Não,0.3382043243362242
7.95,320.28,4.72,2,190.15,Não,0.3196328583087818
5.92,389.68,5.81,2,382.44,Não,0.2033916141232104
9.89,310.73,5.24,3,164.63,Não,0.0931607354597926
9.04,349.32,5.55,1,214.46,Não,0.3381319902754907
6.26,234.05,5.77,3,215.73,Não,0.2908651238960554
7.86,197.84,5.86,3,147.5,Não,0.3923044697555407
10.1,277.78,5.73,2,157.59,Não,0.0622770391023731
8.65,233.33,4.06,1,109.52,Não,0.090265833220822
8.95,303.39,4.26,2,144.41,Não,0.084719259952601
6.44,183.03,5.58,3,158.59,Não,0.3170159070485347
6.89,205.73,5.38,3,160.64,Não,0.0747629185800472
6.37,340.43,5.39,2,288.06,Não,0.0266639319293224
8.42,288.96,5.04,1,172.96,Não,0.3994243226342515
7.35,257.74,5.5,2,192.87,Não,0.0099268845780596
6.48,289.59,4.22,2,188.59,Não,0.3340976240635462
5.69,265.54,5.96,3,278.14,Não,0.1461467366202611
9.1,355.96,4.01,3,156.86,Não,0.3366461839031261
8.66,276.97,4.42,1,141.36,Não,0.221848196484458
7.9,294.75,4.33,1,161.55,Não,0.360652491794544
6.95,348.92,4.71,1,236.46,Não,0.3704771945658507
8.41,219.7,4.59,3,119.91,Não,0.0036392725123103
9.19,265.74,5.65,2,163.38,Não,0.0301648703971153
8.34,197.23,4.38,2,103.58,Não,0.1001434918283422
6.81,359.72,4.4,2,232.42,Não,0.2677261665454006
6.26,286.51,5.72,2,261.8,Não,0.3553088786046024
6.65,331.53,4.48,1,223.35,Não,0.1839767805175851
8.92,284.62,4.33,1,138.16,Não,0.2427892465097061
9.69,227.12,5.81,3,136.18,Não,0.0753999411182244
8.45,344.93,4.49,1,183.28,Não,0.3219867335526741
6.07,220.32,4.97,2,180.39,Não,0.3869312445413879
9.64,357.25,5.7,1,211.24,Não,0.1074395731658389
7.68,271.83,5.16,2,182.64,Não,0.1979303806402185
8.66,375.39,4.09,2,177.29,Não,0.0344464442025495
7.58,268.93,4.58,2,162.49,Não,0.2236546625851873
7.17,333.78,5.2,1,242.07,Não,0.2011133767386722
9.81,335.84,5.73,1,196.16,Não,0.057774593662031
6.28,287.43,5.54,1,253.56,Não,0.17682648524723
9.06,261.55,5.24,1,151.27,Não,0.1336418608346253
6.51,266.17,4.99,2,204.02,Não,0.2087323501220757
8.82,264.86,5.33,2,160.06,Não,0.2342617341715197
6.16,241.96,4.98,1,195.61,Não,0.0033982314428838
10.77,356.92,4.47,1,148.14,Não,0.3044023931798221
9.15,213.62,4.93,2,115.1,Não,0.2852057167446963
7.17,246.66,4.26,1,146.55,Não,0.1465145544826089
7.78,286.32,5.05,1,185.85,Não,0.0211743742275273
7.12,327.4,5.84,2,268.54,Não,0.3019730159140201
8.01,220.56,4.9,2,134.92,Não,0.382070064191253
9.29,341.44,4.6,2,169.07,Não,0.0960606384088056
5.94,158.63,5.08,2,135.66,Não,0.1294098454948151
7.09,354.27,4.04,3,201.87,Não,0.0735251557927259
10.37,287.57,4.11,2,113.97,Não,0.2307744493379359
6.15,227.38,4.54,1,167.85,Não,0.0619365578589819
9.53,294.92,5.41,3,167.42,Não,0.1424775773845517
8.37,206.42,5.06,1,124.79,Não,0.2788052055737052
8.39,352.55,4.66,1,195.81,Não,0.2240463932037393
7.72,325.79,4.93,3,208.05,Não,0.1545850257311741
8.41,339.87,4.88,2,197.21,Não,0.1680998407230167
9.55,370.67,4.75,3,184.36,Não,0.2248443530492918
8.46,210.72,4.34,3,108.1,Não,0.0023458911548645
6.91,318.85,5.75,1,265.32,Não,0.0314039473814439
10.25,345.61,5.04,2,169.94,Não,0.3525032271052046
8.15,303.08,5.83,2,216.8,Não,0.0311515956365163
7.9,252.44,5.0,2,159.77,Não,0.282721438484202
7.58,342.49,4.92,3,222.3,Não,0.3680152656436211
9.0,255.7,5.89,1,167.34,Não,0.1082734417206924
10.35,314.22,5.66,3,171.83,Não,0.1481965748238057
6.79,300.96,4.79,3,212.31,Não,0.2275685623378865
6.73,261.99,5.17,2,201.26,Não,0.3526835878554339
7.31,254.67,4.87,3,169.66,Não,0.3767622349041681
10.05,430.92,5.49,3,235.4,Não,0.2958252992445072
7.45,248.17,5.4,1,179.88,Não,0.0346479043418776
7.62,266.51,4.58,3,160.19,Não,0.2676616622139403
10.05,258.51,5.31,1,136.59,Não,0.1641214887490648
6.81,303.82,4.71,1,210.13,Não,0.1882803997964246
7.92,272.89,5.36,3,184.68,Não,0.0196593561380708
7.13,279.65,5.18,3,203.17,Não,0.0764248557385432
8.06,367.21,4.24,2,193.17,Não,0.3162054430134591
7.64,305.93,5.67,2,227.04,Não,0.1815835332191439
8.55,252.76,4.44,1,131.26,Não,0.1206648966524595
8.05,212.21,4.7,1,123.9,Não,0.1536076295859832
8.53,345.51,4.51,3,182.68,Não,0.3417598053302721
9.0,281.45,4.15,1,129.78,Não,0.2995996069619828
9.31,265.39,5.94,2,169.33,Não,0.1089261588724331
8.89,269.64,5.8,2,175.92,Não,0.0470007360849493
10.19,251.17,5.52,1,136.06,Não,0.1007992886576286
7.21,308.3,4.15,1,177.45,Não,0.3683025804218935
8.39,361.51,4.65,2,200.36,Não,0.2326355351399021
7.43,335.07,5.45,3,245.78,Não,0.2133920834979131
7.38,201.73,4.0,1,109.34,Não,0.2385574398769846
6.85,304.6,4.46,3,198.32,Não,0.1464113062986061
8.87,360.2,5.2,3,211.17,Não,0.3228428081278051
7.75,346.87,4.47,1,200.07,Não,0.2093144997200999
7.82,384.18,5.36,1,263.33,Não,0.0466991611075182
8.27,341.18,4.72,1,194.72,Não,0.0516260499316251
7.72,344.15,5.82,1,259.45,Não,0.2147436586010473
6.12,274.46,5.09,3,228.27,Não,0.3746280872283357
8.85,300.39,4.53,2,153.76,Não,0.1233408486704795
7.45,359.71,4.67,1,225.48,Não,0.3478164675436873
7.74,267.81,4.32,2,149.48,Não,0.3056382346315517
4.68,311.26,4.78,1,317.91,Não,0.0991249771627627
8.44,246.14,4.69,2,136.78,Não,0.0145362993264969
7.39,256.53,5.11,2,177.38,Não,0.0407389060569531
3.23,277.01,4.79,3,410.8,Não,0.2913975735389761
7.33,313.77,5.99,1,256.41,Não,0.0798678952162586
6.69,350.74,5.04,1,264.23,Não,0.1485083682021575
7.21,350.69,5.78,3,281.14,Não,0.2006796664025699
8.28,390.02,4.14,2,195.01,Não,0.2901872673800651
8.68,263.34,4.52,1,137.13,Não,0.0452924893036501
7.74,351.18,4.83,3,219.15,Não,0.1625465621109846
10.48,379.24,5.25,3,189.98,Não,0.1940291636570781
6.37,305.65,5.15,2,247.11,Não,0.2163308255886158
4.84,267.92,4.72,2,261.28,Não,0.3273442565580867
7.55,301.83,5.54,3,221.48,Não,0.0686712780172867
6.97,304.98,4.3,2,188.15,Não,0.3231325807306489
6.73,291.4,4.84,3,209.57,Não,0.2771513710786609
9.45,327.38,5.6,3,194.0,Não,0.2223483256795837
5.86,405.01,5.39,1,372.53,Não,0.2798111481610287
9.05,276.89,5.08,1,155.43,Não,0.1648070955806625
9.8,220.55,4.07,3,91.6,Não,0.0553590343872498
6.08,287.55,5.01,2,236.94,Não,0.2663060961061469
7.97,366.86,5.76,3,265.13,Não,0.2098689226742489
8.87,369.05,5.9,1,245.48,Não,0.2557499202171102
8.23,312.2,4.45,3,168.81,Não,0.135199512411396
7.44,237.58,4.42,3,141.14,Não,0.3627466309359344
8.11,304.85,4.56,1,171.41,Não,0.2349479474302307
8.65,331.45,4.08,3,156.34,Não,0.0341609937163495
8.03,352.3,5.3,1,232.53,Não,0.1799215962817714
5.74,291.17,5.47,2,277.47,Não,0.3025424218974537
8.01,318.98,5.55,1,221.02,Não,0.317653824692909
10.16,348.77,4.22,3,144.86,Não,0.1978388211055035
9.24,382.38,5.22,2,216.02,Não,0.3578990283325204
8.47,322.08,5.52,1,209.9,Não,0.107067374877719
8.74,265.37,5.72,2,173.67,Não,0.1642394788953066
7.34,211.44,4.17,1,120.12,Não,0.359438764227588
9.12,301.26,5.64,3,186.31,Não,0.3585026865886316
7.66,258.6,5.11,3,172.51,Não,0.2742851075298724
10.04,313.38,4.78,2,149.2,Não,0.3435922188488881
6.25,267.55,5.93,1,253.85,Não,0.035509306782493
9.49,207.4,4.5,1,98.35,Não,0.3459979904831105
5.25,307.49,4.76,3,278.79,Não,0.1282479626200907
9.0,335.74,5.52,2,205.92,Não,0.0713326049712865
7.26,335.8,5.3,1,245.14,Não,0.0957479345368185
8.15,298.9,4.85,1,177.87,Não,0.1671874032055548
9.22,356.31,5.71,2,220.66,Não,0.1004768018417869
8.31,267.81,5.73,3,184.66,Não,0.1282270344065996
7.83,288.57,4.07,2,150.0,Não,0.0539913944286568
6.83,267.09,5.25,1,205.3,Não,0.1184707062235994
7.28,326.21,4.01,1,179.68,Não,0.2289135258168004
8.06,284.77,5.52,2,195.03,Não,0.1767414832364255
8.58,204.13,5.57,1,132.52,Não,0.1386875044943644
7.8,358.5,5.03,3,231.19,Não,0.2985808515428456
7.26,234.3,4.6,2,148.45,Não,0.3574039885573272
8.11,349.07,4.84,1,208.32,Não,0.3027156891609588
8.32,233.24,5.74,2,160.91,Não,0.1328002808470716
8.25,211.62,5.0,3,128.25,Não,0.2977768671350215
11.37,374.45,4.2,3,138.32,Não,0.0607920729896204
7.97,344.89,4.75,3,205.55,Não,0.0521271952365163
5.79,238.42,5.51,1,226.89,Não,0.1382508148144635
7.87,331.78,4.37,1,184.23,Não,0.3230809476176228
7.98,341.26,4.58,3,195.86,Não,0.0985392988969207
7.22,262.58,5.34,1,194.21,Não,0.0253013635594718
7.43,285.6,5.31,2,204.11,Não,0.052683814082542
10.67,329.25,4.23,1,130.53,Não,0.3434979874118321
7.55,390.14,5.8,3,299.71,Não,0.253513313898915
9.11,326.49,5.32,3,190.66,Não,0.1012804653479906
6.89,246.16,4.54,2,162.2,Não,0.2221183301312725
8.97,204.52,4.85,1,110.58,Não,0.2110318489701401
8.99,283.85,5.31,1,167.66,Não,0.2621743913762645
7.17,348.88,5.02,1,244.26,Não,0.0932750217686465
6.73,305.16,5.0,3,226.72,Não,0.3457611948777591
5.6,264.19,4.66,3,219.84,Não,0.1237474248320051
10.13,285.29,4.84,1,136.31,Não,0.2776526615904948
9.84,333.8,5.42,2,183.86,Não,0.0064498585488859
11.15,248.0,5.0,3,111.21,Não,0.1490628519576589
10.51,277.14,4.67,1,123.14,Não,0.1406839271835233
6.64,306.43,5.61,1,258.9,Não,0.2173937714332058
8.28,281.58,5.92,1,201.32,Não,0.0290945047108786
9.19,296.92,4.1,2,132.47,Não,0.3160525494904433
5.85,250.99,5.44,3,233.4,Não,0.0871123207070274
7.45,243.97,4.25,3,139.18,Não,0.2708151259528041
8.13,292.57,5.39,3,193.97,Não,0.3212848492976373
6.29,272.06,4.24,3,183.39,Não,0.2247507824966052
8.17,337.33,5.57,3,229.98,Não,0.2963532826887942
6.4,289.79,4.78,1,216.44,Não,0.2647441248860022
6.42,312.74,5.35,2,260.62,Não,0.142211918860803
6.0,260.26,5.68,3,246.38,Não,0.3235434156134261
8.26,327.26,4.75,2,188.19,Não,0.1178805479542112
6.73,356.5,4.38,2,232.02,Não,0.2284851671006068
6.82,349.09,5.58,2,285.62,Não,0.2981590956566158
4.81,250.29,5.29,1,275.27,Não,0.151582363925003
5.97,366.89,4.61,1,283.31,Não,0.12110704304697
7.22,401.23,4.57,1,253.96,Não,0.1837384040691291
7.63,156.61,5.33,1,109.4,Não,0.3271853977396615
6.63,314.5,5.17,2,245.24,Não,0.3719687052582659
7.0,324.78,5.35,1,248.22,Não,0.218033365143956
6.51,384.2,5.96,2,351.74,Não,0.2645864821294607
8.09,367.6,4.85,2,220.38,Não,0.3613094488955657
8.67,351.82,4.38,3,177.74,Não,0.0394187405651769
9.35,164.03,4.72,3,82.8,Não,0.092831431146466
7.64,300.76,4.1,3,161.4,Não,0.283560002500633
9.28,333.62,5.91,2,212.47,Não,0.3294977847649198
7.61,295.44,4.29,1,166.55,Não,0.3428116113322312
10.33,271.08,5.09,3,133.57,Não,0.166042870741973
8.49,329.29,4.01,2,155.53,Não,0.0357359609167467
9.82,240.55,5.15,1,126.15,Não,0.175112590919848
7.81,271.03,5.67,2,196.77,Não,0.0922938360828215
7.78,348.61,4.25,2,190.44,Não,0.1164785819986496
8.99,221.5,4.26,2,104.96,Não,0.3089070227350023
7.67,303.14,5.11,2,201.96,Não,0.0302108344103547
8.55,319.62,5.2,3,194.39,Não,0.3310324869922809
7.06,326.62,4.86,1,224.84,Não,0.1710676343296676
8.53,277.27,5.18,1,168.38,Não,0.238425572440238
8.58,334.79,4.16,1,162.32,Não,0.0358608924942716
7.64,319.84,4.64,2,194.25,Não,0.1349436313429118
7.85,200.49,5.23,2,133.57,Não,0.0358803676059383
6.33,221.75,4.58,1,160.44,Não,0.3846174891524438
7.41,281.04,4.28,2,162.33,Não,0.3229046597305002
8.49,420.0,4.31,2,213.22,Não,0.1838531017425841
12.28,309.86,5.12,3,129.19,Não,0.0894410193294684
5.09,392.64,5.93,3,457.44,Não,0.3733820420999409
7.55,245.14,5.81,3,188.64,Não,0.1378386382907887
9.39,294.41,4.6,3,144.23,Não,0.0643937726749499
9.52,303.07,5.79,2,184.33,Não,0.2252657553815819
6.39,431.16,4.44,1,299.59,Não,0.3775096481379265
8.42,258.27,5.4,2,165.64,Não,0.001532116200129
9.7,333.92,4.2,2,144.58,Não,0.0952499373015995
